date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:38:06	31430/31430	------	200	untouched ('OK')	text/html	etag:%223f00df9eae36a8e07870bea20705d92e%22	https://www.omu.ac.jp/eng/shibahara/intro/movie/index.html	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/intro/movie/index.html	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	105245/105245	------	200	untouched ('OK')	text/html	etag:%22ba62052c740b03c100cf2827c9b3f164%22	https://www.omu.ac.jp/eng/shibahara/intro/poster/index.html	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/intro/poster/index.html	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	87527/87527	------	200	untouched ('OK')	text/html	etag:%22a251cebc6745e69e049da913f5742aa5%22	https://www.omu.ac.jp/eng/shibahara/intro/paper/index.html	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/intro/paper/index.html	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	47221/47221	------	200	untouched ('OK')	text/html	etag:%22895b25a60a17e420f03e4deb9da7edc0%22	https://www.omu.ac.jp/eng/shibahara/intro/facility/index.html	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/intro/facility/index.html	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	39987/39987	------	200	untouched ('OK')	text/html	etag:%22e613ba89152f85678923e3267eee39c5%22	https://www.omu.ac.jp/eng/shibahara/intro/index.html	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/intro/index.html	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	85694/85694	------	200	untouched ('OK')	text/html	etag:%222fd447871260e53ff0b68e44e74d4a8f%22	https://www.omu.ac.jp/eng/shibahara/intro/theme/index.html	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/intro/theme/index.html	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	33153/33153	------	200	untouched ('OK')	text/html	etag:%227e8c20ceeb64f52d5d5ab7893769f0a4%22	https://www.omu.ac.jp/eng/shibahara/summary.html	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/summary.html	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	37367/37367	------	200	untouched ('OK')	text/html	etag:%22b047336dcb976b8145d75eb8be362cc0%22	https://www.omu.ac.jp/eng/shibahara/photo/index.html	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/photo/index.html	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	747/747	------	200	untouched ('OK')	image/svg+xml	etag:%222eb-5d9a93e330952%22	https://www.omu.ac.jp/eng/shibahara/assets/ico_facebook.svg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/ico_facebook.svg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	985/985	------	200	untouched ('OK')	image/svg+xml	etag:%223d9-5d9a93e34f96c%22	https://www.omu.ac.jp/eng/shibahara/assets/ico_twitter.svg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/ico_twitter.svg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	913/913	------	200	untouched ('OK')	image/svg+xml	etag:%22391-5d9a93e38f4f9%22	https://www.omu.ac.jp/eng/shibahara/assets/ico_youtube.svg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/ico_youtube.svg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	1836/1836	------	200	untouched ('OK')	image/svg+xml	etag:%2272c-5d9a93e3b371b%22	https://www.omu.ac.jp/eng/shibahara/assets/ico_instagram.svg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/ico_instagram.svg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	2190052/2190052	------	200	untouched ('')	image/jpeg	etag:%22216ae4-6329bfcc6676b%22	https://www.omu.ac.jp/eng/shibahara/assets/1_1.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/1_1.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	398092/398092	------	200	untouched ('')	image/jpeg	etag:%226130c-6329bfcb9e822%22	https://www.omu.ac.jp/eng/shibahara/assets/2_3.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/2_3.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	827026/827026	------	200	untouched ('')	image/jpeg	etag:%22c9e92-6329bfcbbcc85%22	https://www.omu.ac.jp/eng/shibahara/assets/3_2.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/3_2.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	1056058/1056058	------	200	untouched ('')	image/jpeg	etag:%22101d3a-6329bfcbc39e6%22	https://www.omu.ac.jp/eng/shibahara/assets/4_1.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/4_1.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	1329687/1329687	------	200	untouched ('')	image/jpeg	etag:%22144a17-6329bfcbfeb3b%22	https://www.omu.ac.jp/eng/shibahara/assets/5_2.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/5_2.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	403856/403856	------	200	untouched ('')	image/jpeg	etag:%2262990-6345e105b3562%22	https://www.omu.ac.jp/eng/shibahara/assets/6_3.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/6_3.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	332237/332237	------	200	untouched ('')	image/jpeg	etag:%22511cd-6329bfcbd764f%22	https://www.omu.ac.jp/eng/shibahara/assets/7.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/7.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	164665/164665	------	200	untouched ('')	image/jpeg	etag:%2228339-6329bfcbe7821%22	https://www.omu.ac.jp/eng/shibahara/assets/8.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/8.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	218841/218841	------	200	untouched ('')	image/jpeg	etag:%22356d9-6329bfcc15a6d%22	https://www.omu.ac.jp/eng/shibahara/assets/9.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/9.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	320251/320251	------	200	untouched ('')	image/jpeg	etag:%224e2fb-6329bfcc1df3d%22	https://www.omu.ac.jp/eng/shibahara/assets/10.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/10.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	689297/689297	------	200	untouched ('')	image/jpeg	etag:%22a8491-6329bfcc5a41a%22	https://www.omu.ac.jp/eng/shibahara/assets/11.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/11.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	856375/856375	------	200	untouched ('')	image/jpeg	etag:%22d1137-6329bfcc6ccfc%22	https://www.omu.ac.jp/eng/shibahara/assets/12.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/12.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	963112/963112	------	200	untouched ('')	image/jpeg	etag:%22eb228-6329bfccbbea3%22	https://www.omu.ac.jp/eng/shibahara/assets/13.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/13.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	941688/941688	------	200	untouched ('')	image/jpeg	etag:%22e5e78-6329bfccbbabb%22	https://www.omu.ac.jp/eng/shibahara/assets/14_1.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/14_1.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:06	1173032/1173032	------	200	untouched ('')	image/jpeg	etag:%2211e628-6329bfccbc28b%22	https://www.omu.ac.jp/eng/shibahara/assets/15.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/15.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:07	306263/306263	------	200	untouched ('')	image/jpeg	etag:%224ac57-6345e105b29aa%22	https://www.omu.ac.jp/eng/shibahara/assets/16_3.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/16_3.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:07	1778627/1778627	------	200	untouched ('')	image/jpeg	etag:%221b23c3-6345e1064de17%22	https://www.omu.ac.jp/eng/shibahara/assets/17_2.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/17_2.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:07	30838/30838	------	200	untouched ('OK')	text/html	etag:%22801eb085d6936d9a535691038491ff48%22	https://www.omu.ac.jp/eng/shibahara/info/news/entry-110439.html	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/info/news/entry-110439.html	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:07	50279/50279	------	200	untouched ('')	image/jpeg	etag:%22c467-65140e2de512c%22	https://www.omu.ac.jp/eng/shibahara/assets/thumbnails/thumb-750xauto-235982-file.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/thumbnails/thumb-750xauto-235982-file.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:07	29510/29510	------	200	untouched ('OK')	text/html	etag:%228d045e90dcd01281bc07ceae7f9a1756%22	https://www.omu.ac.jp/eng/shibahara/info/news/entry-110349.html	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/info/news/entry-110349.html	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:07	41729/41729	------	200	untouched ('')	image/jpeg	etag:%22a301-650f22b71592f%22	https://www.omu.ac.jp/eng/shibahara/assets/thumbnails/thumb-750xauto-235867-file.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/thumbnails/thumb-750xauto-235867-file.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:07	29572/29572	------	200	untouched ('OK')	text/html	etag:%22d56b85f3693111302c08d5e9fe3f72ab%22	https://www.omu.ac.jp/eng/shibahara/info/news/entry-110229.html	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/info/news/entry-110229.html	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:07	28889/28889	------	200	untouched ('')	image/jpeg	etag:%2270d9-5d9a93e045fce%22	https://www.omu.ac.jp/eng/shibahara/assets/img_news-def@2x.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/img_news-def@2x.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:07	29048/29048	------	200	untouched ('OK')	text/html	etag:%22f9fdbcdc0422c526346c585a85f027f3%22	https://www.omu.ac.jp/eng/shibahara/info/news/entry-106517.html	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/info/news/entry-106517.html	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:07	95175/95175	------	200	untouched ('')	image/jpeg	etag:%22173c7-64e3052143c37%22	https://www.omu.ac.jp/eng/shibahara/assets/thumbnails/thumb-750xauto-230335-file.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/thumbnails/thumb-750xauto-230335-file.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:07	28826/28826	------	200	untouched ('OK')	text/html	etag:%2272922dc276741c257b3f950541962483%22	https://www.omu.ac.jp/eng/shibahara/info/news/entry-106512.html	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/info/news/entry-106512.html	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:07	82389/82389	------	200	untouched ('')	image/jpeg	etag:%22141d5-64e3011e195fc%22	https://www.omu.ac.jp/eng/shibahara/assets/thumbnails/thumb-750xauto-230333-file.jpg	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/assets/thumbnails/thumb-750xauto-230333-file.jpg	(from https://www.omu.ac.jp/eng/shibahara/)
10:38:07	30757/30757	------	200	untouched ('OK')	text/html	etag:%22db70fd3ca06b6d7a535e8eeb4434582a%22	https://www.omu.ac.jp/eng/shibahara/info/news/entry-106329.html	C:/Users/peper/OneDrive/%e3%83%89%e3%82%ad%e3%83%a5%e3%83%a1%e3%83%b3%e3%83%88/%e6%9f%b4%e5%8e%9f%e7%a0%94%e7%a9%b6%e5%ae%a4/www.omu.ac.jp/eng/shibahara/info/news/entry-106329.html	(from https://www.omu.ac.jp/eng/shibahara/)
